CustomerID,Amount,Frequency,Recency,Cluster_Id
12821.0,92.72,6,213,2
12822.0,918.98,47,70,0
12823.0,1759.5,5,74,0
12824.0,397.12,25,59,0
12826.0,1468.1200000000001,94,2,0
12827.0,430.15000000000003,25,5,0
12828.0,1018.71,56,2,0
12829.0,253.05,12,321,2
12830.0,6748.4,39,37,1
12831.0,215.05,9,261,2
12832.0,383.03,27,31,0
12833.0,417.38,24,144,2
12834.0,312.38,18,282,2
12836.0,2612.86,175,58,0
12837.0,134.1,12,172,2
12838.0,683.13,123,33,0
12839.0,5583.62,316,2,1
12840.0,2714.27,116,143,0
12841.0,3876.4,439,4,1
12842.0,1118.99,34,69,0
12843.0,1680.76,108,65,0
12844.0,325.96000000000004,52,28,0
12845.0,354.09,27,266,2
12847.0,871.54,91,21,0
12849.0,1050.8899999999999,51,30,0
12851.0,135.18,50,96,0
12852.0,299.75,20,289,2
12853.0,1881.7,84,107,0
12854.0,1289.15,115,78,0
12855.0,38.1,3,372,2
12856.0,2162.68,317,7,1
12857.0,1106.4,46,210,2
12863.0,504.2,6,51,0
12864.0,147.12,3,137,2
12865.0,1548.07,96,25,0
12866.0,559.12,26,282,2
12867.0,3986.22,551,25,1
12868.0,1607.0600000000002,107,185,2
12870.0,-14.899999999999999,2,365,2
12871.0,380.64,11,83,0
12872.0,599.97,66,326,2
12873.0,374.0,4,281,2
12875.0,343.2300000000001,2,142,2
12876.0,2218.02,85,57,0
12877.0,1535.77,154,3,0
12878.0,841.64,49,17,0
12879.0,552.5699999999999,12,44,0
12881.0,298.0,7,275,2
12882.0,1463.04,13,8,0
12883.0,703.47,42,24,0
12884.0,309.05,7,87,0
12885.0,1158.27,72,62,0
12886.0,1351.09,86,67,0
12888.0,313.77,7,213,2
12890.0,380.46999999999997,82,23,0
12891.0,331.0,3,185,2
12893.0,188.14,34,30,0
12895.0,347.3,24,41,0
12897.0,216.5,4,204,2
12902.0,138.68,10,264,2
12904.0,509.58,72,17,0
12906.0,2919.81,63,11,0
12908.0,246.0,4,58,0
12909.0,2128.83,96,39,0
12910.0,3075.04,75,22,0
12912.0,1662.3,24,2,0
12913.0,2483.63,50,4,0
12915.0,363.65,22,148,2
12916.0,2982.35,109,138,0
12917.0,594.0,2,127,0
12919.0,1301.44,52,7,0
12920.0,164.23,28,16,0
12922.0,405.38,28,160,2
12923.0,176.97,29,63,0
12924.0,929.95,31,87,0
12925.0,694.05,45,4,0
12928.0,2062.7000000000003,84,34,0
12929.0,105.1,9,121,0
12930.0,409.9,27,77,0
12933.0,606.28,107,23,0
12935.0,2156.45,130,1,0
12936.0,1012.9,63,16,0
12937.0,1504.27,120,14,0
12938.0,114.14,9,25,0
12939.0,11581.8,47,63,1
12940.0,876.29,103,45,0
12942.0,683.9,75,130,0
12943.0,-3.75,1,300,2
12944.0,604.51,30,35,0
12945.0,462.95,23,287,2
12947.0,1407.29,103,143,0
12948.0,2053.7,118,15,0
12949.0,4143.02,219,30,1
12950.0,1843.0,23,1,0
12951.0,1042.07,65,8,0
12952.0,1382.8400000000001,80,5,0
12953.0,329.85,17,9,0
12955.0,4734.26,183,0,1
12956.0,108.07,19,305,2
12957.0,3979.04,244,3,1
12962.0,266.39,16,6,0
12963.0,1841.03,96,7,0
12965.0,771.91,109,88,0
12966.0,160.18,10,9,0
12967.0,1194.75,33,2,0
12968.0,135.95,5,111,0
12970.0,452.24,151,6,0
12971.0,10930.26,308,3,1
12974.0,144.8,8,197,2
12976.0,738.6,22,211,2
12977.0,39.239999999999995,9,155,2
12980.0,7092.06,24,155,1
12981.0,372.21999999999997,20,29,0
12982.0,377.2,34,239,2
12984.0,97.5,4,18,0
12985.0,1215.6200000000001,78,0,0
12987.0,545.0,30,73,0
12988.0,535.32,92,291,2
12989.0,6854.51,68,2,1
12990.0,409.5,13,30,0
12991.0,503.76,31,22,0
12993.0,414.76,27,22,0
12994.0,902.22,73,3,0
12995.0,200.72,5,77,0
12997.0,1197.94,67,21,0
12999.0,455.88,28,195,2
13000.0,534.85,31,106,0
13001.0,9797.92,342,3,1
13002.0,120.94999999999999,7,317,2
13003.0,149.05,6,105,0
13004.0,5613.43,409,11,1
13005.0,468.95,29,173,2
13006.0,81.57,4,55,0
13008.0,178.46999999999997,15,322,2
13011.0,50.550000000000004,3,371,2
13012.0,1311.6200000000001,107,8,0
13013.0,4786.99,222,0,1
13014.0,3365.43,124,2,0
13015.0,3346.28,176,52,1
13016.0,789.89,47,72,0
13017.0,204.0,1,6,0
13018.0,7272.75,459,15,1
13021.0,2584.4,134,3,0
13023.0,689.9,40,63,0
13026.0,936.15,43,0,0
13027.0,6912.0,26,113,1
13028.0,659.68,47,22,0
13029.0,1247.5,10,30,0
13030.0,799.48,99,10,0
13032.0,996.52,75,38,0
13033.0,190.55,11,356,2
13034.0,642.77,37,54,0
13035.0,886.63,30,57,0
13037.0,881.07,48,137,0
13038.0,908.46,28,79,0
13040.0,676.99,43,8,0
13043.0,471.57,14,253,2
13044.0,560.47,33,290,2
13045.0,305.28000000000003,18,98,0
13046.0,629.31,35,30,0
13047.0,3079.1,196,31,1
13048.0,1805.91,137,13,0
13049.0,656.6800000000001,14,63,0
13050.0,5684.61,422,8,1
13052.0,348.15000000000003,18,211,2
13055.0,1201.96,78,63,0
13058.0,271.40000000000003,8,24,0
13059.0,183.4,8,249,2
13060.0,307.53,15,253,2
13061.0,248.61,10,71,0
13062.0,346.98,11,190,2
13064.0,1119.49,69,12,0
13065.0,205.86,14,372,2
13066.0,430.9,49,23,0
13067.0,115.46000000000001,15,81,0
13068.0,344.0,2,9,0
13069.0,3717.82,470,0,1
13070.0,228.8,9,191,2
13072.0,177.15,7,266,2
13075.0,919.61,22,129,0
13077.0,729.27,112,0,0
13078.0,12432.28,380,0,1
13079.0,220.10000000000002,6,3,0
13080.0,58.08,6,178,2
13082.0,3595.48,75,125,0
13083.0,303.75,18,3,0
13085.0,272.38,29,157,2
13090.0,8689.39,161,8,1
13091.0,319.82,24,20,0
13092.0,459.83,26,70,0
13093.0,7741.47,170,266,1
13094.0,1708.8600000000001,30,20,0
13095.0,74.39999999999999,6,70,0
13097.0,5893.32,437,32,1
13099.0,207.35999999999999,1,98,0
13101.0,101.19,8,233,2
13102.0,6336.29,310,0,1
13103.0,243.94,8,39,0
13104.0,1098.48,20,2,0
13106.0,59.5,2,128,0
13107.0,1524.07,60,43,0
13108.0,350.06,10,372,2
13109.0,766.84,50,2,0
13110.0,1452.8700000000001,146,30,0
13113.0,10510.0,280,0,1
13115.0,2205.63,132,8,0
13116.0,485.19,31,116,0
13117.0,984.91,76,21,0
13118.0,1125.0,82,19,0
13120.0,30.599999999999998,1,238,2
13121.0,254.73,53,268,2
13122.0,922.39,55,93,0
13124.0,3866.33,235,89,1
13126.0,2056.29,142,4,0
13127.0,259.17,15,77,0
13130.0,64.0,2,93,0
13131.0,1039.3,46,22,0
13132.0,77.3,3,261,2
13133.0,109.8,7,273,2
13134.0,1740.63,105,72,0
13135.0,3096.0,1,196,2
13136.0,2545.38,139,49,0
13137.0,3605.08,705,10,1
13138.0,962.39,63,21,0
13139.0,5055.79,174,15,1
13140.0,423.72,46,107,0
13141.0,2385.8,136,84,0
13142.0,307.09,23,18,0
13144.0,110.95,3,332,2
13145.0,614.77,7,39,0
13146.0,228.91,17,25,0
13147.0,712.8000000000001,4,9,0
13148.0,3348.48,347,28,1
13149.0,1676.06,86,13,0
13151.0,1250.3700000000001,75,202,2
13153.0,486.22,15,5,0
13154.0,-611.86,1,143,2
13155.0,971.76,85,32,0
13157.0,1721.57,89,48,0
13158.0,1201.06,79,94,0
13159.0,1379.75,122,8,0
13160.0,91.8,4,21,0
13161.0,112.75,8,312,2
13162.0,1644.99,82,121,0
13165.0,1021.48,42,45,0
13166.0,414.7,42,281,2
13167.0,791.33,65,18,0
13168.0,1310.14,133,35,0
13169.0,712.88,13,63,0
13170.0,116.00999999999999,32,26,0
13171.0,426.81,48,7,0
13173.0,353.65,43,3,0
13174.0,2817.03,314,15,1
13176.0,492.84,72,45,0
13177.0,282.45,17,64,0
13178.0,5725.47,265,25,1
13182.0,121.18,11,44,0
13183.0,3957.78,94,7,0
13184.0,1648.79,183,14,0
13185.0,71.4,1,267,2
13186.0,1539.69,84,39,0
13187.0,236.02,37,336,2
13188.0,114.60000000000001,2,10,0
13189.0,260.68,29,18,0
13192.0,911.94,63,94,0
13193.0,117.88,29,60,0
13194.0,60.7,3,135,2
13196.0,1797.78,110,10,0
13198.0,3384.09,229,9,1
13199.0,9803.96,120,3,1
13200.0,870.09,46,18,0
13203.0,869.46,57,9,0
13207.0,250.26000000000002,8,14,0
13208.0,1205.9,150,58,0
13209.0,5820.16,329,29,1
13210.0,353.48,22,93,0
13211.0,1197.42,56,9,0
13212.0,780.58,143,8,0
13213.0,1518.43,92,56,0
13216.0,333.74,5,267,2
13217.0,133.62,7,121,0
13218.0,62.63999999999999,5,126,0
13220.0,819.2900000000001,21,77,0
13221.0,847.41,66,239,2
13223.0,163.20000000000002,5,199,2
13224.0,2150.85,109,59,0
13225.0,6083.04,34,2,1
13226.0,108.21000000000001,16,272,2
13227.0,257.7,9,201,2
13228.0,358.0,2,80,0
13229.0,160.95,10,225,2
13230.0,2763.41,612,3,1
13232.0,1357.6,207,12,0
13233.0,605.12,43,73,0
13235.0,101.17000000000007,59,211,2
13236.0,727.27,39,24,0
13238.0,680.83,32,10,0
13239.0,329.56,22,261,2
13240.0,663.65,67,95,0
13242.0,270.40000000000003,13,111,0
13243.0,600.07,58,202,2
13244.0,121.74000000000001,27,92,0
13245.0,430.5,16,50,0
13246.0,1922.1,143,17,0
13247.0,501.12,25,17,0
13248.0,465.68,26,124,0
13249.0,711.41,23,91,0
13253.0,1030.4,36,156,2
13255.0,390.66,14,3,0
13256.0,0.0,1,13,0
13258.0,698.58,38,11,0
13259.0,292.32,87,61,0
13260.0,557.62,8,60,0
13261.0,944.1,9,268,2
13262.0,200.29,11,262,2
13265.0,2107.66,91,52,0
13266.0,3717.67,202,10,1
13267.0,4404.44,224,2,1
13268.0,3167.64,447,17,1
13269.0,5315.92,320,0,1
13270.0,590.0,1,365,2
13271.0,178.26,101,36,0
13272.0,276.56,15,30,0
13273.0,138.98,16,112,0
13276.0,590.9300000000001,30,63,0
13277.0,258.4,8,15,0
13278.0,542.73,46,40,0
13279.0,126.30000000000001,11,63,0
13280.0,814.86,85,121,0
13282.0,1047.8400000000001,40,17,0
13283.0,93.66,7,59,0
13284.0,196.15,14,322,2
13285.0,2709.12,187,22,1
13291.0,361.11,42,155,2
13292.0,578.9399999999999,31,38,0
13294.0,873.74,54,189,2
13295.0,197.95000000000002,11,359,2
13296.0,87.4,5,136,2
13297.0,2089.85,59,7,0
13298.0,360.0,2,0,0
13299.0,142.5,5,267,2
13300.0,365.29,22,164,2
13301.0,618.09,81,103,0
13302.0,63.75,1,154,2
13304.0,300.42,21,350,2
13305.0,2000.86,81,3,0
13307.0,15.0,1,119,0
13308.0,1367.6100000000001,57,22,0
13309.0,1456.79,107,6,0
13310.0,1083.63,77,8,0
13311.0,598.57,26,3,0
13313.0,1555.32,78,21,0
13314.0,578.66,75,1,0
13316.0,5815.49,88,36,1
13317.0,2140.07,135,63,0
13318.0,640.76,20,0,0
13319.0,10664.34,500,4,1
13320.0,1491.7,110,69,0
13321.0,567.36,11,71,0
13322.0,199.48000000000002,25,16,0
13323.0,787.85,21,2,0
13324.0,7072.8,77,31,1
13325.0,675.3,12,81,0
13327.0,3617.57,109,38,0
13328.0,1308.48,17,315,2
13329.0,740.4,19,31,0
13330.0,1140.93,53,92,0
13332.0,350.9,21,13,0
13334.0,3536.82,268,81,1
13336.0,795.12,51,76,0
13338.0,431.82,24,153,2
13339.0,860.12,54,200,2
13340.0,10736.48,134,44,1
13341.0,775.85,42,260,2
13343.0,303.93,22,172,2
13344.0,2543.72,119,67,0
13345.0,377.6,22,276,2
13347.0,341.36,8,69,0
13348.0,233.76,14,63,0
13349.0,247.32,16,10,0
13350.0,910.72,43,15,0
13351.0,373.94,16,65,0
13352.0,389.28,27,7,0
13354.0,743.53,51,70,0
13355.0,674.7,32,121,0
13356.0,768.24,42,79,0
13357.0,609.95,90,256,2
13358.0,439.03,29,268,2
13359.0,431.26,24,58,0
13362.0,3085.4900000000002,169,2,1
13363.0,992.5,60,17,0
13364.0,0.0,20,66,0
13365.0,2191.22,132,8,0
13366.0,56.160000000000004,1,49,0
13368.0,623.4,29,256,2
13369.0,263.75,19,353,2
13370.0,721.32,44,365,2
13372.0,378.64,23,89,0
13373.0,3312.25,158,60,1
13375.0,772.9,38,80,0
13376.0,1019.76,53,98,0
13379.0,572.56,97,25,0
13381.0,3626.81,173,20,1
13382.0,222.99,15,280,2
13384.0,4122.28,155,30,1
13385.0,534.57,35,329,2
13388.0,627.15,36,120,0
13389.0,797.96,51,10,0
13390.0,544.08,13,74,0
13391.0,59.8,1,203,2
13394.0,2312.8,164,1,0
13395.0,307.72,21,184,2
13396.0,1325.29,47,21,0
13397.0,1539.18,39,72,0
13398.0,457.34,26,191,2
13402.0,621.23,39,126,0
13403.0,75.0,3,17,0
13404.0,252.49,11,0,0
13405.0,572.451,27,73,0
13410.0,988.91,30,8,0
13411.0,213.55,18,106,0
13414.0,1390.5,24,133,0
13416.0,712.5,19,43,0
13417.0,640.83,28,4,0
13418.0,5845.44,314,11,1
13419.0,221.06,16,63,0
13420.0,140.35,10,134,0
13421.0,1848.98,105,39,0
13422.0,2601.55,128,50,0
13425.0,1624.21,78,107,0
13426.0,3550.7000000000003,159,0,1
13427.0,582.6,29,18,0
13428.0,218.47,74,9,0
13429.0,1006.8,67,10,0
13430.0,648.6899999999999,54,18,0
13431.0,1269.1,46,66,0
13434.0,534.24,10,73,0
13435.0,3794.4900000000002,103,4,0
13436.0,196.89,12,1,0
13437.0,3408.06,167,13,1
13439.0,283.71,54,254,2
13441.0,296.64,13,91,0
13447.0,1104.23,62,22,0
13448.0,3465.67,199,16,1
13449.0,291.88,19,23,0
13450.0,2043.7199999999998,71,26,0
13451.0,2916.45,444,25,1
13452.0,590.0,2,258,2
13453.0,356.97999999999996,17,165,2
13455.0,1007.35,53,24,0
13456.0,1737.8200000000002,65,17,0
13458.0,9537.92,394,6,1
13460.0,183.44,17,28,0
13461.0,1445.0,27,38,0
13462.0,143.25,10,182,2
13464.0,674.68,41,57,0
13466.0,297.95,18,99,0
13467.0,1083.71,99,10,0
13468.0,5656.75,306,1,1
13470.0,165.0,10,98,0
13471.0,2531.58,260,0,1
13473.0,417.54,22,60,0
13474.0,229.59,64,235,2
13475.0,1431.78,86,190,2
13476.0,1092.77,61,178,2
13477.0,1441.53,81,37,0
13479.0,291.0,16,197,2
13481.0,1776.81,112,45,0
13482.0,184.64,11,231,2
13483.0,140.34,10,65,0
13484.0,313.8,8,240,2
13485.0,454.24,23,232,2
13486.0,1122.41,69,77,0
13487.0,575.4,34,57,0
13488.0,8910.61,427,16,1
13489.0,449.52,14,104,0
13491.0,1215.82,86,51,0
13492.0,1269.84,50,135,0
13493.0,618.63,8,274,2
13494.0,316.26000000000005,18,311,2
13495.0,1990.1200000000001,52,7,0
13496.0,617.93,36,10,0
13497.0,321.05,20,282,2
13499.0,1146.96,45,17,0
13500.0,1136.77,67,22,0
13501.0,1310.47,53,242,2
13502.0,292.0,18,16,0
13503.0,216.85,17,70,0
13504.0,295.93,22,63,0
13505.0,4282.88,227,67,1
13506.0,452.82,29,311,2
13507.0,2479.16,162,2,0
13508.0,110.97,12,243,2
13509.0,979.72,44,8,0
13510.0,1785.16,117,0,0
13512.0,251.21,15,260,2
13513.0,205.1,10,126,0
13514.0,152.20000000000002,4,73,0
13515.0,891.12,59,72,0
13516.0,1389.41,44,20,0
13517.0,2109.07,143,59,0
13518.0,659.4399999999999,38,85,0
13519.0,110.80000000000001,9,49,0
13520.0,3487.75,95,58,0
13521.0,1093.65,436,0,1
